n : -4.499617414502968;-1.230878592444368
n : 0.8824834002738866;4.741582114696474
n : 4.260371217982904;2.475893732159885
n : -0.23722812370428237;1.0752598458355065
n : 2.6030466872349862;1.988025716231137
n : -2.35239025491802;3.8614697226085752
n : 3.1302085671402935;1.7206990611016204
n : -2.1532864330145296;4.206750644214177
n : 4.1901766306224975;0.7505116753251073
n : 3.0784454596928015;-3.8018022869914847
n : 3.0841462972249882;-0.9945965839946647
n : 3.335140377671724;-3.140745063338135
n : -2.1123522549086093;-3.217665315729288
n : -0.6002097629611445;-2.1189130867470682
n : 3.9285732769055457;-1.5782599591824442
n : 1.469367423093015;2.522727816353755
n : -1.1529795976482182;-2.3489600730060323
n : 3.7178913463499708;-2.0980857057086713
n : 1.9054463918625633;-4.249757184733667
n : -2.625228779337877;0.5719953134332165
c! : -4.499617414502968;-1.230878592444368==>: -3.060612554730946;-2.0092556120183334
c! : -4.499617414502968;-1.230878592444368==>: -4.176667322147182;-1.5212140803738192
c! : -4.499617414502968;-1.230878592444368==>: -2.918714551229118;-1.25638652141303
c! : -4.499617414502968;-1.230878592444368==>: -4.477789400421943;0.31781996067811047
c! : -4.499617414502968;-1.230878592444368==>: -3.814626382118923;-0.23811346005141587
c! : -4.499617414502968;-1.230878592444368==>: -3.3697326257522286;-0.7789340247468104
c! : -4.499617414502968;-1.230878592444368==>: -4.576301588731983;0.5319740447656649
c! : -4.499617414502968;-1.230878592444368==>: -4.44815260429282;-2.598287040267253
c! : 3.713606287455761;3.117827677535688==>: 3.1302085671402935;1.7206990611016204
c! : 3.713606287455761;3.117827677535688==>: 2.604826859373482;1.5677304794281968
c! : 3.713606287455761;3.117827677535688==>: 4.260371217982904;2.475893732159885
c! : 3.713606287455761;3.117827677535688==>: 2.5001795228545145;4.550786866840461
c! : 3.713606287455761;3.117827677535688==>: 3.622740194690735;4.372055467969384
c! : 3.713606287455761;3.117827677535688==>: 2.6030466872349862;1.988025716231137
c! : 3.713606287455761;3.117827677535688==>: 4.809514270669059;3.973573889701278
c! : 3.713606287455761;3.117827677535688==>: 4.2530540664674295;1.7883612855719502
c! : 3.713606287455761;3.117827677535688==>: 2.5068160615290687;1.9431768738356805
c! : 2.980784416072588;-4.843377373037186==>: 3.6618132097732055;-4.196124310536079
c! : 2.980784416072588;-4.843377373037186==>: 3.0326128374265853;-4.701080855037452
c! : 2.980784416072588;-4.843377373037186==>: 3.0784454596928015;-3.8018022869914847
c! : 2.980784416072588;-4.843377373037186==>: 3.335140377671724;-3.140745063338135
c! : 2.980784416072588;-4.843377373037186==>: 1.9054463918625633;-4.249757184733667
c! : 2.980784416072588;-4.843377373037186==>: 1.3467722086555156;-3.6687942310543473
c! : 2.980784416072588;-4.843377373037186==>: 2.3421554605899155;-4.40192278515414
c! : -0.8956366686034194;-1.2133583327933914==>: -1.1622905589058572;-0.6035865080309506
c! : -0.8956366686034194;-1.2133583327933914==>: -0.6729095200312427;-3.2169966189248544
c! : -0.8956366686034194;-1.2133583327933914==>: -1.1529795976482182;-2.3489600730060323
c! : -0.8956366686034194;-1.2133583327933914==>: 0.9320333395512828;-1.352076253360468
c! : -0.8956366686034194;-1.2133583327933914==>: -0.6002097629611445;-2.1189130867470682
c! : -3.814626382118923;-0.23811346005141587==>: -4.499617414502968;-1.230878592444368
c! : -3.814626382118923;-0.23811346005141587==>: -3.3455676090489925;0.9441406303771629
c! : -3.814626382118923;-0.23811346005141587==>: -4.176667322147182;-1.5212140803738192
c! : -3.814626382118923;-0.23811346005141587==>: -3.724989905304038;-1.1116020259717594
c! : -3.814626382118923;-0.23811346005141587==>: -3.3697326257522286;-0.7789340247468104
c! : -3.814626382118923;-0.23811346005141587==>: -3.336724082120167;0.32554075137853467
c! : -4.784316619355327;-2.882450824199071==>: -3.060612554730946;-2.0092556120183334
c! : -4.784316619355327;-2.882450824199071==>: -2.328243918573553;-2.801722470982393
c! : -4.784316619355327;-2.882450824199071==>: -2.5516525754105244;-3.5077986412293782
c! : -4.784316619355327;-2.882450824199071==>: -4.176667322147182;-1.5212140803738192
c! : -4.784316619355327;-2.882450824199071==>: -3.724989905304038;-1.1116020259717594
c! : -4.784316619355327;-2.882450824199071==>: -2.918714551229118;-1.25638652141303
c! : -4.784316619355327;-2.882450824199071==>: -2.8653969879548913;-2.5012896097120207
c! : 3.622740194690735;4.372055467969384==>: 3.713606287455761;3.117827677535688
c! : 3.622740194690735;4.372055467969384==>: 4.260371217982904;2.475893732159885
c! : 3.622740194690735;4.372055467969384==>: 2.5001795228545145;4.550786866840461
c! : 3.622740194690735;4.372055467969384==>: 1.441258174365947;3.8158853141306395
c! : 3.622740194690735;4.372055467969384==>: 4.676498778916773;2.0729197344398056
c! : -4.44815260429282;-2.598287040267253==>: -4.499617414502968;-1.230878592444368
c! : -4.44815260429282;-2.598287040267253==>: -4.176667322147182;-1.5212140803738192
c! : -4.44815260429282;-2.598287040267253==>: -3.724989905304038;-1.1116020259717594
c! : -4.44815260429282;-2.598287040267253==>: -2.8653969879548913;-2.5012896097120207
c! : -4.44815260429282;-2.598287040267253==>: -3.797351721241111;-2.6223292108251783
c! : -1.4540660865987451;0.8251549653197285==>: -1.1622905589058572;-0.6035865080309506
c! : -1.4540660865987451;0.8251549653197285==>: -0.26593153878568554;1.2326554753066352
c! : -1.4540660865987451;0.8251549653197285==>: -1.554761993748368;0.6426283334910865
c! : -1.4540660865987451;0.8251549653197285==>: -0.23722812370428237;1.0752598458355065
c! : -1.4540660865987451;0.8251549653197285==>: -2.625228779337877;0.5719953134332165
c! : -1.4540660865987451;0.8251549653197285==>: -0.18205978257515465;0.9124243400364742
c! : -2.0539281231516595;2.4466263263086425==>: -2.3516564157250075;2.86249219700216
c! : -2.0539281231516595;2.4466263263086425==>: -2.35239025491802;3.8614697226085752
c! : -2.0539281231516595;2.4466263263086425==>: -1.4456551244661178;3.7442624730291136
c! : -2.0539281231516595;2.4466263263086425==>: -2.8897311544133197;3.3721048331240357
c! : -2.0539281231516595;2.4466263263086425==>: -3.537481212523792;1.7723661947545164
c! : -2.0539281231516595;2.4466263263086425==>: -1.9250091757144592;1.4500283287577975
c! : 3.6618132097732055;-4.196124310536079==>: 2.4933886799023677;-2.944041517976772
c! : 3.6618132097732055;-4.196124310536079==>: 2.980784416072588;-4.843377373037186
c! : 3.6618132097732055;-4.196124310536079==>: 3.335140377671724;-3.140745063338135
c! : 3.6618132097732055;-4.196124310536079==>: 3.7178913463499708;-2.0980857057086713
c! : 3.6618132097732055;-4.196124310536079==>: 1.9054463918625633;-4.249757184733667
c! : -2.328243918573553;-2.801722470982393==>: -3.060612554730946;-2.0092556120183334
c! : -2.328243918573553;-2.801722470982393==>: -1.9626953687698934;-3.444342229439341
c! : -2.328243918573553;-2.801722470982393==>: -1.1529795976482182;-2.3489600730060323
c! : -2.328243918573553;-2.801722470982393==>: -1.8822045580012805;-4.207350627050857
c! : -2.328243918573553;-2.801722470982393==>: -2.8653969879548913;-2.5012896097120207
c! : -2.328243918573553;-2.801722470982393==>: -2.1123522549086093;-3.217665315729288
c! : -2.328243918573553;-2.801722470982393==>: -4.784316619355327;-2.882450824199071
c! : -2.328243918573553;-2.801722470982393==>: -0.6002097629611445;-2.1189130867470682
c! : 4.963040972652411;0.6301519123189294==>: 3.9285732769055457;-1.5782599591824442
c! : 4.963040972652411;0.6301519123189294==>: 4.242718319782593;-1.6864469663543336
c! : 4.963040972652411;0.6301519123189294==>: 3.1302085671402935;1.7206990611016204
c! : 4.963040972652411;0.6301519123189294==>: 4.1901766306224975;0.7505116753251073
c! : 4.963040972652411;0.6301519123189294==>: 4.3400865012874235;0.7770472690160801
c! : 4.963040972652411;0.6301519123189294==>: 4.2530540664674295;1.7883612855719502
c! : 0.20632776762572647;-0.6513042648821603==>: -1.1622905589058572;-0.6035865080309506
c! : 0.20632776762572647;-0.6513042648821603==>: -0.23722812370428237;1.0752598458355065
c! : 0.20632776762572647;-0.6513042648821603==>: -0.9571891839438056;-0.5531206636791008
c! : 0.20632776762572647;-0.6513042648821603==>: 1.562363042517938;0.4176301345195643
c! : 0.20632776762572647;-0.6513042648821603==>: -0.6002097629611445;-2.1189130867470682
c! : -3.3455676090489925;0.9441406303771629==>: -4.300319119037087;2.7828746618068294
c! : -3.3455676090489925;0.9441406303771629==>: -3.814626382118923;-0.23811346005141587
c! : -3.3455676090489925;0.9441406303771629==>: -3.537481212523792;1.7723661947545164
c! : -3.3455676090489925;0.9441406303771629==>: -1.9250091757144592;1.4500283287577975
c! : -3.3455676090489925;0.9441406303771629==>: -4.576301588731983;0.5319740447656649
c! : -3.3455676090489925;0.9441406303771629==>: -2.625228779337877;0.5719953134332165
c! : -3.3455676090489925;0.9441406303771629==>: -2.6531783584856408;-0.4833269870869952
c! : -1.554761993748368;0.6426283334910865==>: -1.9250091757144592;1.4500283287577975
c! : -1.554761993748368;0.6426283334910865==>: -2.625228779337877;0.5719953134332165
c! : -1.554761993748368;0.6426283334910865==>: -2.6531783584856408;-0.4833269870869952
c! : -1.554761993748368;0.6426283334910865==>: -0.18205978257515465;0.9124243400364742
c! : -1.554761993748368;0.6426283334910865==>: -1.4540660865987451;0.8251549653197285
c! : -3.44694132944273;4.480554049366836==>: -2.35239025491802;3.8614697226085752
c! : -3.44694132944273;4.480554049366836==>: -2.8897311544133197;3.3721048331240357
c! : -3.44694132944273;4.480554049366836==>: -2.724393203387281;4.846617161245645
c! : -3.44694132944273;4.480554049366836==>: -2.1532864330145296;4.206750644214177
c! : -3.44694132944273;4.480554049366836==>: -3.8829969892837743;3.86625523878741
c! : -3.44694132944273;4.480554049366836==>: -2.2325978932617705;4.3504120657650205
c! : 4.809514270669059;3.973573889701278==>: 3.713606287455761;3.117827677535688
c! : 4.809514270669059;3.973573889701278==>: 4.260371217982904;2.475893732159885
c! : 4.809514270669059;3.973573889701278==>: 2.5001795228545145;4.550786866840461
c! : 4.809514270669059;3.973573889701278==>: 4.2530540664674295;1.7883612855719502
c! : 1.3467722086555156;-3.6687942310543473==>: 3.0326128374265853;-4.701080855037452
c! : 1.3467722086555156;-3.6687942310543473==>: 0.6085177892184817;-2.800811198052018
c! : 1.3467722086555156;-3.6687942310543473==>: 2.4933886799023677;-2.944041517976772
c! : 1.3467722086555156;-3.6687942310543473==>: 2.980784416072588;-4.843377373037186
c! : 1.3467722086555156;-3.6687942310543473==>: 1.9054463918625633;-4.249757184733667
c! : 1.3467722086555156;-3.6687942310543473==>: -0.001759320582277013;-4.851548526017012
c! : 1.3467722086555156;-3.6687942310543473==>: 2.0998606824826016;-3.6164285545419474
c! : 1.3467722086555156;-3.6687942310543473==>: 2.3421554605899155;-4.40192278515414
c! : -2.2325978932617705;4.3504120657650205==>: -2.3516564157250075;2.86249219700216
c! : -2.2325978932617705;4.3504120657650205==>: -1.4456551244661178;3.7442624730291136
c! : -2.2325978932617705;4.3504120657650205==>: -2.8897311544133197;3.3721048331240357
c! : -2.2325978932617705;4.3504120657650205==>: -0.9545592898611837;4.1319729993534615
c! : -2.2325978932617705;4.3504120657650205==>: -2.1532864330145296;4.206750644214177
c! : -2.2325978932617705;4.3504120657650205==>: -3.700743479647083;4.931245295010886
c! : -2.2325978932617705;4.3504120657650205==>: -3.8829969892837743;3.86625523878741
c! : -2.2325978932617705;4.3504120657650205==>: -3.44694132944273;4.480554049366836
c! : -1.1622905589058572;-0.6035865080309506==>: 0.20632776762572647;-0.6513042648821603
c! : -1.1622905589058572;-0.6035865080309506==>: -1.1529795976482182;-2.3489600730060323
c! : -1.1622905589058572;-0.6035865080309506==>: -0.8956366686034194;-1.2133583327933914
c! : -1.1622905589058572;-0.6035865080309506==>: -2.918714551229118;-1.25638652141303
c! : -1.1622905589058572;-0.6035865080309506==>: -0.9571891839438056;-0.5531206636791008
c! : -1.1622905589058572;-0.6035865080309506==>: -2.6531783584856408;-0.4833269870869952
c! : -1.1622905589058572;-0.6035865080309506==>: -1.4540660865987451;0.8251549653197285
c! : -1.1622905589058572;-0.6035865080309506==>: -0.6002097629611445;-2.1189130867470682
c! : -1.1622905589058572;-0.6035865080309506==>: -0.18205978257515465;0.9124243400364742
c! : 2.4933886799023677;-2.944041517976772==>: 3.6618132097732055;-4.196124310536079
c! : 2.4933886799023677;-2.944041517976772==>: 4.3228807122203445;-4.775677007045914
c! : 2.4933886799023677;-2.944041517976772==>: 4.242718319782593;-1.6864469663543336
c! : 2.4933886799023677;-2.944041517976772==>: 3.0784454596928015;-3.8018022869914847
c! : 2.4933886799023677;-2.944041517976772==>: 2.989043308182797;-2.5173794280352455
c! : 2.4933886799023677;-2.944041517976772==>: 2.836853171272975;-2.240692895191062
c! : 2.4933886799023677;-2.944041517976772==>: 3.7178913463499708;-2.0980857057086713
c! : 2.4933886799023677;-2.944041517976772==>: 1.4793074300290474;-3.2774397988733117
c! : 2.4933886799023677;-2.944041517976772==>: 1.3467722086555156;-3.6687942310543473
c! : 2.4933886799023677;-2.944041517976772==>: 2.0998606824826016;-3.6164285545419474
c! : 2.4933886799023677;-2.944041517976772==>: 2.3421554605899155;-4.40192278515414
c! : -4.576301588731983;0.5319740447656649==>: -4.499617414502968;-1.230878592444368
c! : -4.576301588731983;0.5319740447656649==>: -3.3455676090489925;0.9441406303771629
c! : -4.576301588731983;0.5319740447656649==>: -3.161818919901113;0.7914274933991949
c! : -4.576301588731983;0.5319740447656649==>: -3.724989905304038;-1.1116020259717594
c! : -4.576301588731983;0.5319740447656649==>: -4.300319119037087;2.7828746618068294
c! : -4.576301588731983;0.5319740447656649==>: -4.477789400421943;0.31781996067811047
c! : -4.576301588731983;0.5319740447656649==>: -3.3697326257522286;-0.7789340247468104
c! : -4.576301588731983;0.5319740447656649==>: -3.336724082120167;0.32554075137853467
c! : -2.139020817526921;-4.208253660700891==>: -1.9626953687698934;-3.444342229439341
c! : -2.139020817526921;-4.208253660700891==>: -2.1123522549086093;-3.217665315729288
c! : 3.7509352288405378;4.609898500122631==>: 4.260371217982904;2.475893732159885
c! : 3.7509352288405378;4.609898500122631==>: 2.5001795228545145;4.550786866840461
c! : 3.7509352288405378;4.609898500122631==>: 4.676498778916773;2.0729197344398056
c! : -4.176667322147182;-1.5212140803738192==>: -4.499617414502968;-1.230878592444368
c! : -4.176667322147182;-1.5212140803738192==>: -3.060612554730946;-2.0092556120183334
c! : -4.176667322147182;-1.5212140803738192==>: -3.724989905304038;-1.1116020259717594
c! : -4.176667322147182;-1.5212140803738192==>: -2.918714551229118;-1.25638652141303
c! : -4.176667322147182;-1.5212140803738192==>: -3.814626382118923;-0.23811346005141587
c! : -4.176667322147182;-1.5212140803738192==>: -2.8653969879548913;-2.5012896097120207
c! : -4.176667322147182;-1.5212140803738192==>: -3.797351721241111;-2.6223292108251783
c! : -4.176667322147182;-1.5212140803738192==>: -4.784316619355327;-2.882450824199071
c! : -4.176667322147182;-1.5212140803738192==>: -4.44815260429282;-2.598287040267253
c! : -0.524126531732958;2.419638689614181==>: 0.21855280866983584;2.1355442332200933
c! : -0.524126531732958;2.419638689614181==>: 1.469367423093015;2.522727816353755
c! : -0.524126531732958;2.419638689614181==>: 0.48481504714467416;3.015938108228191
c! : -0.524126531732958;2.419638689614181==>: -0.9545592898611837;4.1319729993534615
c! : -0.524126531732958;2.419638689614181==>: -0.23722812370428237;1.0752598458355065
c! : -0.524126531732958;2.419638689614181==>: -0.18205978257515465;0.9124243400364742
c! : -2.6531783584856408;-0.4833269870869952==>: -1.1622905589058572;-0.6035865080309506
c! : -2.6531783584856408;-0.4833269870869952==>: -3.060612554730946;-2.0092556120183334
c! : -2.6531783584856408;-0.4833269870869952==>: -3.3455676090489925;0.9441406303771629
c! : -2.6531783584856408;-0.4833269870869952==>: -1.554761993748368;0.6426283334910865
c! : -2.6531783584856408;-0.4833269870869952==>: -3.161818919901113;0.7914274933991949
c! : -2.6531783584856408;-0.4833269870869952==>: -2.918714551229118;-1.25638652141303
c! : -2.6531783584856408;-0.4833269870869952==>: -3.3697326257522286;-0.7789340247468104
c! : -2.6531783584856408;-0.4833269870869952==>: -2.625228779337877;0.5719953134332165
c! : 0.7844718116206923;3.495445266635402==>: 0.21855280866983584;2.1355442332200933
c! : 0.7844718116206923;3.495445266635402==>: 1.469367423093015;2.522727816353755
c! : 0.7844718116206923;3.495445266635402==>: 2.5001795228545145;4.550786866840461
c! : 0.7844718116206923;3.495445266635402==>: 1.441258174365947;3.8158853141306395
c! : 0.7844718116206923;3.495445266635402==>: 1.747025520894577;1.5890435328606163
c! : -0.26593153878568554;1.2326554753066352==>: 0.21855280866983584;2.1355442332200933
c! : -0.26593153878568554;1.2326554753066352==>: 0.48481504714467416;3.015938108228191
c! : -0.26593153878568554;1.2326554753066352==>: -1.9250091757144592;1.4500283287577975
c! : -0.26593153878568554;1.2326554753066352==>: 1.562363042517938;0.4176301345195643
c! : -0.26593153878568554;1.2326554753066352==>: -1.4540660865987451;0.8251549653197285
c! : -2.918714551229118;-1.25638652141303==>: -4.499617414502968;-1.230878592444368
c! : -2.918714551229118;-1.25638652141303==>: -1.1622905589058572;-0.6035865080309506
c! : -2.918714551229118;-1.25638652141303==>: -4.176667322147182;-1.5212140803738192
c! : -2.918714551229118;-1.25638652141303==>: -3.724989905304038;-1.1116020259717594
c! : -2.918714551229118;-1.25638652141303==>: -2.8653969879548913;-2.5012896097120207
c! : -2.918714551229118;-1.25638652141303==>: -3.797351721241111;-2.6223292108251783
c! : -2.918714551229118;-1.25638652141303==>: -4.784316619355327;-2.882450824199071
c! : -2.918714551229118;-1.25638652141303==>: -3.3697326257522286;-0.7789340247468104
c! : -2.918714551229118;-1.25638652141303==>: -2.6531783584856408;-0.4833269870869952
c! : 2.5068160615290687;1.9431768738356805==>: 1.469367423093015;2.522727816353755
c! : 2.5068160615290687;1.9431768738356805==>: 3.1302085671402935;1.7206990611016204
c! : 2.5068160615290687;1.9431768738356805==>: 3.713606287455761;3.117827677535688
c! : 2.5068160615290687;1.9431768738356805==>: 2.604826859373482;1.5677304794281968
c! : 2.5068160615290687;1.9431768738356805==>: 4.1901766306224975;0.7505116753251073
c! : 2.5068160615290687;1.9431768738356805==>: 4.3400865012874235;0.7770472690160801
c! : 2.5068160615290687;1.9431768738356805==>: 4.260371217982904;2.475893732159885
c! : 2.5068160615290687;1.9431768738356805==>: 1.441258174365947;3.8158853141306395
c! : 2.5068160615290687;1.9431768738356805==>: 1.747025520894577;1.5890435328606163
c! : 2.5068160615290687;1.9431768738356805==>: 1.562363042517938;0.4176301345195643
c! : 2.1879534013583353;-1.878567534221307==>: 0.6085177892184817;-2.800811198052018
c! : 2.1879534013583353;-1.878567534221307==>: 0.9618511367633111;-2.6941936163451476
c! : 2.1879534013583353;-1.878567534221307==>: 2.989043308182797;-2.5173794280352455
c! : 2.1879534013583353;-1.878567534221307==>: 3.335140377671724;-3.140745063338135
c! : 2.1879534013583353;-1.878567534221307==>: 2.836853171272975;-2.240692895191062
c! : 2.1879534013583353;-1.878567534221307==>: 1.4793074300290474;-3.2774397988733117
c! : 2.1879534013583353;-1.878567534221307==>: 3.7178913463499708;-2.0980857057086713
c! : 2.1879534013583353;-1.878567534221307==>: 0.9320333395512828;-1.352076253360468
c! : -3.161818919901113;0.7914274933991949==>: -4.477789400421943;0.31781996067811047
c! : -3.161818919901113;0.7914274933991949==>: -3.537481212523792;1.7723661947545164
c! : -3.161818919901113;0.7914274933991949==>: -1.9250091757144592;1.4500283287577975
c! : -3.161818919901113;0.7914274933991949==>: -4.576301588731983;0.5319740447656649
c! : -3.161818919901113;0.7914274933991949==>: -2.625228779337877;0.5719953134332165
c! : -3.161818919901113;0.7914274933991949==>: -3.336724082120167;0.32554075137853467
c! : -3.161818919901113;0.7914274933991949==>: -2.6531783584856408;-0.4833269870869952
c! : -3.700743479647083;4.931245295010886==>: -2.8897311544133197;3.3721048331240357
c! : -3.700743479647083;4.931245295010886==>: -2.1532864330145296;4.206750644214177
c! : -3.700743479647083;4.931245295010886==>: -4.300319119037087;2.7828746618068294
c! : -3.700743479647083;4.931245295010886==>: -3.8829969892837743;3.86625523878741
c! : -3.700743479647083;4.931245295010886==>: -2.2325978932617705;4.3504120657650205
c! : -1.8822045580012805;-4.207350627050857==>: -2.328243918573553;-2.801722470982393
c! : -1.8822045580012805;-4.207350627050857==>: -2.5516525754105244;-3.5077986412293782
c! : -1.8822045580012805;-4.207350627050857==>: -0.6729095200312427;-3.2169966189248544
c! : -1.8822045580012805;-4.207350627050857==>: -2.8653969879548913;-2.5012896097120207
c! : -1.8822045580012805;-4.207350627050857==>: -2.1123522549086093;-3.217665315729288
c! : -1.8822045580012805;-4.207350627050857==>: -0.001759320582277013;-4.851548526017012
c! : -3.3697326257522286;-0.7789340247468104==>: -4.499617414502968;-1.230878592444368
c! : -3.3697326257522286;-0.7789340247468104==>: -3.724989905304038;-1.1116020259717594
c! : -3.3697326257522286;-0.7789340247468104==>: -2.918714551229118;-1.25638652141303
c! : -3.3697326257522286;-0.7789340247468104==>: -3.814626382118923;-0.23811346005141587
c! : -3.3697326257522286;-0.7789340247468104==>: -4.576301588731983;0.5319740447656649
c! : -3.3697326257522286;-0.7789340247468104==>: -2.6531783584856408;-0.4833269870869952
c! : -3.336724082120167;0.32554075137853467==>: -3.161818919901113;0.7914274933991949
c! : -3.336724082120167;0.32554075137853467==>: -3.537481212523792;1.7723661947545164
c! : -3.336724082120167;0.32554075137853467==>: -3.814626382118923;-0.23811346005141587
c! : -3.336724082120167;0.32554075137853467==>: -2.625228779337877;0.5719953134332165
c! : -3.336724082120167;0.32554075137853467==>: -4.576301588731983;0.5319740447656649
c! : 0.21855280866983584;2.1355442332200933==>: 0.7844718116206923;3.495445266635402
c! : 0.21855280866983584;2.1355442332200933==>: 1.469367423093015;2.522727816353755
c! : 0.21855280866983584;2.1355442332200933==>: -0.26593153878568554;1.2326554753066352
c! : 0.21855280866983584;2.1355442332200933==>: 0.48481504714467416;3.015938108228191
c! : 0.21855280866983584;2.1355442332200933==>: 1.747025520894577;1.5890435328606163
c! : 0.21855280866983584;2.1355442332200933==>: -0.23722812370428237;1.0752598458355065
c! : 0.21855280866983584;2.1355442332200933==>: 1.441258174365947;3.8158853141306395
c! : 0.21855280866983584;2.1355442332200933==>: -0.524126531732958;2.419638689614181
c! : -2.3516564157250075;2.86249219700216==>: -2.0539281231516595;2.4466263263086425
c! : -2.3516564157250075;2.86249219700216==>: -2.8897311544133197;3.3721048331240357
c! : -2.3516564157250075;2.86249219700216==>: -0.9545592898611837;4.1319729993534615
c! : -2.3516564157250075;2.86249219700216==>: -4.300319119037087;2.7828746618068294
c! : -2.3516564157250075;2.86249219700216==>: -3.537481212523792;1.7723661947545164
c! : -2.3516564157250075;2.86249219700216==>: -3.8829969892837743;3.86625523878741
c! : -2.3516564157250075;2.86249219700216==>: -1.9250091757144592;1.4500283287577975
c! : -2.3516564157250075;2.86249219700216==>: -2.2325978932617705;4.3504120657650205
c! : 2.989043308182797;-2.5173794280352455==>: 2.1879534013583353;-1.878567534221307
c! : 2.989043308182797;-2.5173794280352455==>: 4.3228807122203445;-4.775677007045914
c! : 2.989043308182797;-2.5173794280352455==>: 3.9285732769055457;-1.5782599591824442
c! : 2.989043308182797;-2.5173794280352455==>: 2.4933886799023677;-2.944041517976772
c! : 2.989043308182797;-2.5173794280352455==>: 3.0784454596928015;-3.8018022869914847
c! : 2.989043308182797;-2.5173794280352455==>: 3.335140377671724;-3.140745063338135
c! : 2.989043308182797;-2.5173794280352455==>: 2.836853171272975;-2.240692895191062
c! : 2.989043308182797;-2.5173794280352455==>: 1.4793074300290474;-3.2774397988733117
c! : -3.537481212523792;1.7723661947545164==>: -2.3516564157250075;2.86249219700216
c! : -3.537481212523792;1.7723661947545164==>: -2.0539281231516595;2.4466263263086425
c! : -3.537481212523792;1.7723661947545164==>: -3.3455676090489925;0.9441406303771629
c! : -3.537481212523792;1.7723661947545164==>: -3.161818919901113;0.7914274933991949
c! : -3.537481212523792;1.7723661947545164==>: -3.8829969892837743;3.86625523878741
c! : -3.537481212523792;1.7723661947545164==>: -3.336724082120167;0.32554075137853467
c! : 2.836853171272975;-2.240692895191062==>: 2.1879534013583353;-1.878567534221307
c! : 2.836853171272975;-2.240692895191062==>: 2.4933886799023677;-2.944041517976772
c! : 2.836853171272975;-2.240692895191062==>: 4.242718319782593;-1.6864469663543336
